試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数,date,year,month,day,weekday,result,延期or中止
150,,,1994.06.26,プレシーズンマッチin山梨,ベルマーレ平塚,山梨県小瀬スポーツ公園陸上競技場,P,H,● 1 - 3,1,3,15272,1994-06-26,1994,6,26,日,L,False
151,,,1994.06.29,浦和国際親善サッカー,インデペンディエンテ(アルゼンチン),浦和市駒場競技場,I,H,● 3 - 5,3,5,9102,1994-06-29,1994,6,29,水,L,False
152,,,1994.07.03,プロサッカースペシャルマッチ,柏レイソル,岩手県営陸上競技場,P,A,● 0 - 1,0,1,13633,1994-07-03,1994,7,3,日,L,False
153,,,1994.07.10,ニッセイカップスーパーサッカーサマーフェスティバル,横浜フリューゲルス,札幌厚別公園競技場,P,A,● 2 - 3,2,3,16883,1994-07-10,1994,7,10,日,L,False
154,,,1994.07.16,Jリーグプレシーズンマッチ,名古屋グランパスエイト,岐阜メモリアルセンター長良川競技場,P,A,● 2 - 6,2,6,23878,1994-07-16,1994,7,16,土,L,False
155,,,1994.07.19,コカ・コーラカップin福岡,オリンピア(パラグアイ),福岡ドーム,I,H,● 0 - 1,0,1,27078,1994-07-19,1994,7,19,火,L,False
156,,,1994.07.24,1994Jサテライトリーグ 第13節,ヴェルディ川崎,岩沼市陸上競技場,S,H,● 1 - 4,1,4,2321,1994-07-24,1994,7,24,日,L,False
157,79,,1994.07.27,1994Jリーグヤマザキナビスコカップ 1回戦,鹿島アントラーズ,茨城県立カシマサッカースタジアム,LC,A,○ 2 - 1,2,1,16078,1994-07-27,1994,7,27,水,W,False
158,80,,1994.07.30,1994Jリーグヤマザキナビスコカップ 2回戦,ガンバ大阪,万博記念競技場,LC,A,● 0 - 3,0,3,20556,1994-07-30,1994,7,30,土,L,False
159,,,1994.07.31,1994Jサテライトリーグ 第14節,柏レイソル,成田市中台運動公園陸上競技場,S,A,● 0 - 1,0,1,1148,1994-07-31,1994,7,31,日,L,False
160,,,1994.08.07,1994Jサテライトリーグ 第15節,鹿島アントラーズ,鴻巣市立陸上競技場,S,H,● 1 - 2,1,2,3232,1994-08-07,1994,8,7,日,L,False
161,81,59,1994.08.10,1994JリーグNICOSシリーズ 第1節,横浜マリノス,横浜市三ツ沢公園球技場,L,A,● 0 - 3,0,3,13639,1994-08-10,1994,8,10,水,L,False
162,82,60,1994.08.13,1994JリーグNICOSシリーズ 第2節,清水エスパルス,埼玉県営大宮公園サッカー場,L,H,○ 2 - 0,2,0,9488,1994-08-13,1994,8,13,土,W,False
163,,,1994.08.14,1994Jサテライトリーグ 第16節,サンフレッチェ広島,びんご運動公園陸上競技場,S,A,○ 1 - 1 (PK 4 - 3),1,1,1995,1994-08-14,1994,8,14,日,W,False
164,83,61,1994.08.17,1994JリーグNICOSシリーズ 第3節,ジェフユナイテッド市原,市原臨海競技場,L,A,○ 4 - 3,4,3,10502,1994-08-17,1994,8,17,水,W,False
165,84,62,1994.08.20,1994JリーグNICOSシリーズ 第4節,サンフレッチェ広島,埼玉県営大宮公園サッカー場,L,H,● 0 - 2,0,2,9367,1994-08-20,1994,8,20,土,L,False
166,,,1994.08.21,1994Jサテライトリーグ 第17節,ガンバ大阪,川越運動公園陸上競技場,S,H,○ 2 - 0,2,0,892,1994-08-21,1994,8,21,日,W,False
167,85,63,1994.08.27,1994JリーグNICOSシリーズ 第5節,名古屋グランパスエイト,岐阜メモリアルセンター長良川競技場,L,A,● 2 - 4,2,4,25096,1994-08-27,1994,8,27,土,L,False
168,,,1994.08.28,1994Jサテライトリーグ 第18節,横浜マリノス,厚木市荻野運動公園陸上競技場,S,A,○ 4 - 3,4,3,976,1994-08-28,1994,8,28,日,W,False
169,86,64,1994.08.31,1994JリーグNICOSシリーズ 第6節,ガンバ大阪,埼玉県営大宮公園サッカー場,L,H,○ 1 - 0,1,0,9611,1994-08-31,1994,8,31,水,W,False
170,87,65,1994.09.03,1994JリーグNICOSシリーズ 第7節,横浜フリューゲルス,横浜市三ツ沢公園球技場,L,A,○ 1 - 0,1,0,14083,1994-09-03,1994,9,3,土,W,False
171,,,1994.09.04,1994Jサテライトリーグ 第19節,名古屋グランパスエイト,川越運動公園陸上競技場,S,H,● 1 - 2,1,2,1790,1994-09-04,1994,9,4,日,L,False
172,88,66,1994.09.07,1994JリーグNICOSシリーズ 第8節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 1 - 2,1,2,14163,1994-09-07,1994,9,7,水,L,False
173,89,67,1994.09.10,1994JリーグNICOSシリーズ 第9節,ベルマーレ平塚,埼玉県営大宮公園サッカー場,L,H,● 1 - 4,1,4,9230,1994-09-10,1994,9,10,土,L,False
174,,,1994.09.11,1994Jサテライトリーグ 第20節,清水エスパルス,西ヶ谷陸上競技場,S,A,○ 2 - 1,2,1,1358,1994-09-11,1994,9,11,日,W,False
175,90,68,1994.09.14,1994JリーグNICOSシリーズ 第10節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 2,0,2,15661,1994-09-14,1994,9,14,水,L,False
176,91,69,1994.09.17,1994JリーグNICOSシリーズ 第11節,ヴェルディ川崎,国立競技場,L,H,● 1 - 3,1,3,55125,1994-09-17,1994,9,17,土,L,False
177,,,1994.09.18,1994Jサテライトリーグ 第21節,ジュビロ磐田,川越運動公園陸上競技場,S,H,● 1 - 2,1,2,2051,1994-09-18,1994,9,18,日,L,False
178,92,70,1994.09.21,1994JリーグNICOSシリーズ 第12節,清水エスパルス,静岡県営草薙陸上競技場,L,A,● 4 - 5,4,5,19001,1994-09-21,1994,9,21,水,L,False
179,,,1994.09.25,1994Jサテライトリーグ 第22節,横浜フリューゲルス,秋津総合運動公園サッカー場,S,A,● 2 - 4,2,4,605,1994-09-25,1994,9,25,日,L,False
180,,,1994.10.01,Jリーグプレシーズンマッチ TOHO CUP,横浜マリノス,郡山市営開成山陸上競技場,P,A,● 2 - 2 (PK 4 - 5),2,2,9451,1994-10-01,1994,10,1,土,L,False
181,,,1994.10.08,1994国際親善サッカー,現代自動車(韓国),新潟市陸上競技場,I,H,○ 2 - 1,2,1,9539,1994-10-08,1994,10,8,土,W,False
182,93,71,1994.10.19,1994JリーグNICOSシリーズ 第13節,ジェフユナイテッド市原,東平尾公園博多の森陸上競技場,L,H,○ 3 - 2,3,2,10915,1994-10-19,1994,10,19,水,W,False
183,94,72,1994.10.22,1994JリーグNICOSシリーズ 第14節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 0 - 1,0,1,15903,1994-10-22,1994,10,22,土,L,False
184,,,1994.10.23,1994Jサテライトリーグ 第23節,ベルマーレ平塚,太田市運動公園陸上競技場,S,A,● 1 - 4,1,4,1820,1994-10-23,1994,10,23,日,L,False
185,95,73,1994.10.26,1994JリーグNICOSシリーズ 第15節,名古屋グランパスエイト,埼玉県営大宮公園サッカー場,L,H,○ 1 - 1 (PK 4 - 3),1,1,9885,1994-10-26,1994,10,26,水,W,False
186,96,74,1994.10.29,1994JリーグNICOSシリーズ 第16節,ガンバ大阪,万博記念競技場,L,A,● 1 - 4,1,4,18318,1994-10-29,1994,10,29,土,L,False
187,,,1994.10.30,1994Jサテライトリーグ 第24節,セレッソ大阪,埼玉県営大宮公園サッカー場,S,H,● 1 - 2,1,2,3687,1994-10-30,1994,10,30,日,L,False
188,97,75,1994.11.02,1994JリーグNICOSシリーズ 第17節,横浜フリューゲルス,埼玉県営大宮公園サッカー場,L,H,○ 3 - 1,3,1,9901,1994-11-02,1994,11,2,水,W,False
189,98,76,1994.11.05,1994JリーグNICOSシリーズ 第18節,ジュビロ磐田,神戸総合運動公園ユニバー記念競技場,L,H,○ 2 - 0,2,0,23195,1994-11-05,1994,11,5,土,W,False
190,,,1994.11.06,1994Jサテライトリーグ 第25節,ヴェルディ川崎,西が丘サッカー場,S,A,● 2 - 3,2,3,2845,1994-11-06,1994,11,6,日,L,False
191,99,77,1994.11.09,1994JリーグNICOSシリーズ 第19節,ベルマーレ平塚,平塚競技場,L,A,● 0 - 2,0,2,15013,1994-11-09,1994,11,9,水,L,False
192,100,78,1994.11.12,1994JリーグNICOSシリーズ 第20節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,L,H,● 2 - 4,2,4,9962,1994-11-12,1994,11,12,土,L,False
193,,,1994.11.13,1994Jサテライトリーグ 第26節,ジェフユナイテッド市原,鴻巣市立陸上競技場,S,H,○ 2 - 1,2,1,2924,1994-11-13,1994,11,13,日,W,False
194,101,79,1994.11.16,1994JリーグNICOSシリーズ 第21節,ヴェルディ川崎,国立競技場,L,A,● 1 - 2,1,2,52480,1994-11-16,1994,11,16,水,L,False
195,102,80,1994.11.19,1994JリーグNICOSシリーズ 第22節,横浜マリノス,富山県総合運動公園陸上競技場,L,H,● 3 - 6,3,6,22838,1994-11-19,1994,11,19,土,L,False
196,103,,1994.12.04,第74回天皇杯全日本サッカー選手権大会 1回戦,専修大学,埼玉県営大宮公園サッカー場,E,N,○ 3 - 1,3,1,11551,1994-12-04,1994,12,4,日,W,False
197,104,,1994.12.11,第74回天皇杯全日本サッカー選手権大会 2回戦,横浜フリューゲルス,平塚競技場,E,N,○ 2 - 0,2,0,15180,1994-12-11,1994,12,11,日,W,False
198,105,,1994.12.18,第74回天皇杯全日本サッカー選手権大会 準々決勝,セレッソ大阪,東平尾公園博多の森陸上競技場,E,N,● 0 - 1,0,1,23233,1994-12-18,1994,12,18,日,L,False
199,,,1995.02.15,ポルトガル遠征,エステレーラ・ダ・アマドーラ(ポルトガル),アマドーラ,I,A,● 1 - 2,1,2,500,1995-02-15,1995,2,15,水,L,False
200,,,1995.02.21,ポルトガル遠征,ポルトガルU-20代表,リスボン,I,A,△ 0 - 0,0,0,200,1995-02-21,1995,2,21,火,D,False
201,,,1995.02.23,ポルトガル遠征,エストリル・プライア(ポルトガル),エストリル,I,A,● 0 - 2,0,2,100,1995-02-23,1995,2,23,木,L,False
202,,,1995.02.28,ポルトガル遠征,スポルティング(ポルトガル),リスボン,I,A,● 1 - 3,1,3,6000,1995-02-28,1995,2,28,火,L,False
203,,,1995.03.12,1995国際親善サッカー,ウズベキスタン代表,沖縄県総合運動公園陸上競技場,I,H,○ 3 - 0,3,0,6831,1995-03-12,1995,3,12,日,W,False
204,106,81,1995.03.18,1995Jリーグサントリーシリーズ 第1節,横浜フリューゲルス,横浜市三ツ沢公園球技場,L,A,● 0 - 1,0,1,12236,1995-03-18,1995,3,18,土,L,False
205,107,82,1995.03.22,1995Jリーグサントリーシリーズ 第2節,ジェフユナイテッド市原,埼玉県営大宮公園サッカー場,L,H,○ 1 - 0,1,0,9704,1995-03-22,1995,3,22,水,W,False
206,108,83,1995.03.25,1995Jリーグサントリーシリーズ 第3節,ガンバ大阪,万博記念競技場,L,A,● 0 - 2,0,2,13356,1995-03-25,1995,3,25,土,L,False
207,109,84,1995.03.29,1995Jリーグサントリーシリーズ 第4節,名古屋グランパスエイト,国立競技場,L,H,● 0 - 0 (PK 9 - 10),0,0,44464,1995-03-29,1995,3,29,水,L,False
208,110,85,1995.04.01,1995Jリーグサントリーシリーズ 第5節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 0 - 2,0,2,17621,1995-04-01,1995,4,1,土,L,False
209,,,1995.04.02,1995Jサテライトリーグ 第1節,京都パープルサンガ,京都府立山城総合運動公園陸上競技場,S,A,○ 2 - 0,2,0,1165,1995-04-02,1995,4,2,日,W,False
210,111,86,1995.04.05,1995Jリーグサントリーシリーズ 第6節,ベルマーレ平塚,埼玉県営大宮公園サッカー場,L,H,● 0 - 1,0,1,9630,1995-04-05,1995,4,5,水,L,False
211,112,87,1995.04.08,1995Jリーグサントリーシリーズ 第7節,セレッソ大阪,大阪長居第2陸上競技場,L,A,○ 1 - 0,1,0,11763,1995-04-08,1995,4,8,土,W,False
212,,,1995.04.09,1995Jサテライトリーグ 第2節,清水エスパルス,鴻巣市立陸上競技場,S,H,○ 2 - 2 (PK 10 - 9),2,2,2006,1995-04-09,1995,4,9,日,W,False
213,113,88,1995.04.12,1995Jリーグサントリーシリーズ 第8節,横浜マリノス,国立競技場,L,A,○ 3 - 2,3,2,48710,1995-04-12,1995,4,12,水,W,False
214,114,89,1995.04.15,1995Jリーグサントリーシリーズ 第9節,柏レイソル,埼玉県営大宮公園サッカー場,L,H,○ 4 - 0,4,0,9759,1995-04-15,1995,4,15,土,W,False
215,,,1995.04.16,1995Jサテライトリーグ 第3節,福岡ブルックス,平和台陸上競技場,S,A,● 0 - 1,0,1,1806,1995-04-16,1995,4,16,日,L,False
216,115,90,1995.04.22,1995Jリーグサントリーシリーズ 第10節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 1 - 1 (PK 2 - 4),1,1,12387,1995-04-22,1995,4,22,土,L,False
217,116,91,1995.04.26,1995Jリーグサントリーシリーズ 第11節,清水エスパルス,埼玉県営大宮公園サッカー場,L,H,● 2 - 3,2,3,9739,1995-04-26,1995,4,26,水,L,False
218,117,92,1995.04.29,1995Jリーグサントリーシリーズ 第12節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 1,0,1,15962,1995-04-29,1995,4,29,土,L,False
219,,,1995.04.30,1995Jサテライトリーグ 第5節,横浜マリノス,鴻巣市立陸上競技場,S,H,○ 4 - 3,4,3,2663,1995-04-30,1995,4,30,日,W,False
220,118,93,1995.05.03,1995Jリーグサントリーシリーズ 第13節,ヴェルディ川崎,国立競技場,L,H,○ 2 - 2 (PK 4 - 3),2,2,56652,1995-05-03,1995,5,3,水,W,False
221,119,94,1995.05.06,1995Jリーグサントリーシリーズ 第14節,ジェフユナイテッド市原,国立競技場,L,A,○ 1 - 0,1,0,52149,1995-05-06,1995,5,6,土,W,False
222,,,1995.05.07,1995Jサテライトリーグ 第6節,柏レイソル,松戸市運動公園陸上競技場,S,A,○ 4 - 1,4,1,1082,1995-05-07,1995,5,7,日,W,False
223,120,95,1995.05.10,1995Jリーグサントリーシリーズ 第15節,ガンバ大阪,埼玉県営大宮公園サッカー場,L,H,○ 4 - 2,4,2,9589,1995-05-10,1995,5,10,水,W,False
224,121,96,1995.05.13,1995Jリーグサントリーシリーズ 第16節,名古屋グランパスエイト,国立競技場,L,A,● 2 - 2 (PK 6 - 7),2,2,36770,1995-05-13,1995,5,13,土,L,False
225,,,1995.05.14,1995Jサテライトリーグ 第7節,セレッソ大阪,鴻巣市立陸上競技場,S,H,○ 1 - 1 (PK 5 - 4),1,1,2398,1995-05-14,1995,5,14,日,W,False
226,122,97,1995.06.17,1995Jリーグサントリーシリーズ 第17節,ジュビロ磐田,新潟市陸上競技場,L,H,○ 2 - 1,2,1,14122,1995-06-17,1995,6,17,土,W,False
227,,,1995.06.18,1995Jサテライトリーグ 第8節,ヴェルディ川崎,三重県営鈴鹿スポーツガーデン,S,A,● 0 - 1,0,1,4380,1995-06-18,1995,6,18,日,L,False
228,123,98,1995.06.21,1995Jリーグサントリーシリーズ 第18節,ベルマーレ平塚,平塚競技場,L,A,● 1 - 3,1,3,13673,1995-06-21,1995,6,21,水,L,False
229,124,99,1995.06.24,1995Jリーグサントリーシリーズ 第19節,セレッソ大阪,埼玉県営大宮公園サッカー場,L,H,○ 2 - 0,2,0,9912,1995-06-24,1995,6,24,土,W,False
230,,,1995.06.25,1995Jサテライトリーグ 第9節,ヴィッセル神戸,埼玉県営大宮公園サッカー場,S,H,○ 6 - 1,6,1,2562,1995-06-25,1995,6,25,日,W,False
231,125,100,1995.06.28,1995Jリーグサントリーシリーズ 第20節,横浜マリノス,埼玉県営大宮公園サッカー場,L,H,○ 2 - 1,2,1,9924,1995-06-28,1995,6,28,水,W,False
232,126,101,1995.07.01,1995Jリーグサントリーシリーズ 第21節,柏レイソル,日立柏サッカー場,L,A,○ 2 - 1,2,1,12329,1995-07-01,1995,7,1,土,W,False
233,,,1995.07.02,1995Jサテライトリーグ 第10節,名古屋グランパスエイト,大垣市浅中公園総合グラウンド陸上競技場,S,A,○ 2 - 0,2,0,1872,1995-07-02,1995,7,2,日,W,False
234,127,102,1995.07.08,1995Jリーグサントリーシリーズ 第22節,サンフレッチェ広島,埼玉県営大宮公園サッカー場,L,H,○ 3 - 2,3,2,9168,1995-07-08,1995,7,8,土,W,False
235,,,1995.07.09,1995Jサテライトリーグ 第11節,ジュビロ磐田,埼玉県営大宮公園サッカー場,S,H,○ 2 - 1,2,1,3655,1995-07-09,1995,7,9,日,W,False
236,128,103,1995.07.12,1995Jリーグサントリーシリーズ 第23節,清水エスパルス,日本平運動公園球技場,L,A,○ 3 - 2,3,2,18643,1995-07-12,1995,7,12,水,W,False
237,129,104,1995.07.15,1995Jリーグサントリーシリーズ 第24節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,L,H,○ 2 - 1,2,1,10019,1995-07-15,1995,7,15,土,W,False
238,,,1995.07.16,1995Jサテライトリーグ 第12節,サンフレッチェ広島,防府市陸上競技場,S,A,● 1 - 2,1,2,780,1995-07-16,1995,7,16,日,L,False
239,130,105,1995.07.19,1995Jリーグサントリーシリーズ 第25節,ヴェルディ川崎,等々力陸上競技場,L,A,● 1 - 2,1,2,12761,1995-07-19,1995,7,19,水,L,False
240,131,106,1995.07.22,1995Jリーグサントリーシリーズ 第26節,横浜フリューゲルス,埼玉県営大宮公園サッカー場,L,H,○ 2 - 2 (PK 5 - 3),2,2,10354,1995-07-22,1995,7,22,土,W,False
241,,,1995.07.23,1995Jサテライトリーグ 第13節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,S,H,● 0 - 1,0,1,5415,1995-07-23,1995,7,23,日,L,False
242,,,1995.08.01,1995国際招待サッカー,フラメンゴ(ブラジル),埼玉県営大宮公園サッカー場,I,H,● 1 - 3,1,3,9183,1995-08-01,1995,8,1,火,L,False
243,132,107,1995.08.12,1995JリーグNICOSシリーズ 第1節,横浜フリューゲルス,長崎県立総合運動公園陸上競技場,L,A,○ 6 - 0,6,0,11954,1995-08-12,1995,8,12,土,W,False
244,133,108,1995.08.16,1995JリーグNICOSシリーズ 第2節,清水エスパルス,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,21559,1995-08-16,1995,8,16,水,L,False
245,134,109,1995.08.19,1995JリーグNICOSシリーズ 第3節,セレッソ大阪,大阪長居第2陸上競技場,L,A,○ 1 - 0,1,0,12091,1995-08-19,1995,8,19,土,W,False
246,135,110,1995.08.23,1995JリーグNICOSシリーズ 第4節,柏レイソル,国立競技場,L,H,● 0 - 2,0,2,51580,1995-08-23,1995,8,23,水,L,False
247,136,111,1995.08.26,1995JリーグNICOSシリーズ 第5節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 1 - 0,1,0,14545,1995-08-26,1995,8,26,土,W,False
248,,,1995.08.27,1995Jサテライトリーグ 第14節,横浜フリューゲルス,釧路市民陸上競技場,S,A,● 2 - 3,2,3,3595,1995-08-27,1995,8,27,日,L,False
249,137,112,1995.09.02,1995JリーグNICOSシリーズ 第6節,ガンバ大阪,万博記念競技場,L,A,○ 4 - 1,4,1,15181,1995-09-02,1995,9,2,土,W,False
250,,,1995.09.03,1995Jサテライトリーグ 第15節,ジェフユナイテッド市原,川越運動公園陸上競技場,S,H,○ 4 - 1,4,1,2745,1995-09-03,1995,9,3,日,W,False
251,138,113,1995.09.06,1995JリーグNICOSシリーズ 第7節,ベルマーレ平塚,浦和市駒場スタジアム,L,H,○ 3 - 2,3,2,20417,1995-09-06,1995,9,6,水,W,False
252,139,114,1995.09.09,1995JリーグNICOSシリーズ 第8節,ジュビロ磐田,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,22150,1995-09-09,1995,9,9,土,W,False
253,,,1995.09.10,1995Jサテライトリーグ 第16節,ガンバ大阪,神戸市立中央球技場,S,A,○ 2 - 1,2,1,401,1995-09-10,1995,9,10,日,W,False
254,140,115,1995.09.13,1995JリーグNICOSシリーズ 第9節,横浜マリノス,横浜市三ツ沢公園球技場,L,A,● 1 - 3,1,3,13205,1995-09-13,1995,9,13,水,L,False
255,141,116,1995.09.16,1995JリーグNICOSシリーズ 第10節,ジェフユナイテッド市原,新潟市陸上競技場,L,A,● 0 - 1,0,1,14543,1995-09-16,1995,9,16,土,L,False
256,142,117,1995.09.23,1995JリーグNICOSシリーズ 第11節,名古屋グランパスエイト,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,21101,1995-09-23,1995,9,23,土,L,False
257,,,1995.09.24,1995Jサテライトリーグ 第17節,ベルマーレ平塚,浦和市駒場スタジアム,S,H,○ 3 - 0,3,0,3658,1995-09-24,1995,9,24,日,W,False
